0,1,2,3,4,5,6,7
Android,          河北砺兵科技有限责任公司        ,9千-1.1万,Android Studio|SDK|其它|计算机软件,石家庄·鹿泉·获鹿,1-3年,大专,http://www.zhaopin.com/jobdetail/CC703727230J40416744015.htm
android安卓开发工程师,          软通动力信息技术(集团)股份有限公司        ,1.3万-2万,应用开发|多线程|TCP/IP|民营|10000人以上|互联网,上海·浦东·金桥,3-5年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40627115416.htm
高级android开发工程师,          比亚迪        ,2.5万-5万,车载项目|Java|Android Studio|民营|10000人以上|汽车研发/制造,深圳·龙岗·宝龙,5-10年,本科,http://www.zhaopin.com/jobdetail/CC132962990J40646786102.htm
Android 开发（英语口语好一点）,          大连思泰克科技有限公司        ,1.6万-3万·13薪,Kotlin|外商独资|100-299人|计算机硬件,苏州·常熟·碧溪,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1211071560J40592643115.htm
android安卓开发工程师,          大连良机予人管理咨询有限公司        ,1万-1.1万,uni-app|JavaScript|TYPE SCRIPT|React Native|Ionic|熟悉混合开发|民营|100-299人|咨询服务,大连·甘井子·凌水,3-5年,本科,http://www.zhaopin.com/jobdetail/CC490242920J40610957002.htm
android安卓开发工程师,          四川成钱星环保科技有限公司        ,8千-1.2万,OkHttp|Framework|Android Studio|SDK|Gradle|Java|Kotlin|民营|20-99人|化学原料/化学制品,成都·温江·涌泉,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1487595190J40662565211.htm
高级android安卓开发工程师,          北京大享科技有限公司        ,1.3万-1.5万,车载项目|Framework|Java|C++|C|CARSERVICE|AUDIO|INPUT|POWER|SECUITY|民营|20-99人|IT服务,南京·江宁·秣陵,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1293557040J40667941505.htm
Android开发工程师-汽车方向-base地上海,          成都佳伊聘科技有限公司        ,2万-3万·14薪,车载项目|物联网项目|Android Studio|民营|20-99人|IT服务,南京·浦口·顶山,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1323094150J40600009906.htm
安卓开发工程师,          软通动力信息技术(集团)股份有限公司        ,1万-1.5万,参与过上线应用开发|熟悉安卓体系架构|能够独立开发维护APP|RxJava|RETORFIT|BUTTERKNIF|DATABIND|Glide|MVVM|MVP|民营|10000人以上|互联网,西安·雁塔·鱼化寨,1-3年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40579964716.htm
Android框架开发,          润芯微科技(江苏)有限公司        ,1.6万-2.5万·13薪,Framework|车载项目|物联网项目|AMS/PMS/WMS|民营|1000-9999人|计算机软件,南京·雨花台·铁心桥,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1278001380J40640565901.htm
Android 研发工程师,          长沙市幻学科技有限公司        ,6千-9千,多线程|民营|20-99人|IT服务,泉州·丰泽区·东海街道,1-3年,本科,http://www.zhaopin.com/jobdetail/CC854338270J40655014002.htm
急招Android（app/线上面/筛选快）,          拓保软件        ,1.4万-1.8万,Framework|Android|民营|1000-9999人|计算机软件,重庆·渝北·仙桃,1-3年,大专,http://www.zhaopin.com/jobdetail/CC157088920J40559359016.htm
Android开发工程师,          润芯微科技(江苏)有限公司        ,1.5万-3万,Framework|AndroidStudio|民营|1000-9999人|计算机软件,武汉·蔡甸·沌阳,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1278001380J40284633701.htm
Android工程师（2025届校招） (MJ000026),          基蛋生物科技股份有限公司        ,1.7万-2.5万,Android Studio|上市公司|1000-9999人|医药制造,南京·六合·葛塘,无经验,硕士,http://www.zhaopin.com/jobdetail/CC139576410J40651454508.htm
Android 终端软件工程师,          北京视线科技有限公司        ,1.5万-3万元/月,物联网项目|游戏项目|SDK|Java|Kotlin|民营|20-99人|人工智能,北京·朝阳·呼家楼,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1484987500J40570084311.htm
游戏安卓开发工程师,          润和软件        ,1万-1.8万,APK|BUNDLE|上市公司|1000-9999人|计算机软件,合肥·蜀山·临湖管委会,经验不限,大专,http://www.zhaopin.com/jobdetail/CC171774410J40673035614.htm
安卓开发（未来科技城）,          武汉佰钧成技术有限责任公司        ,1万-1.5万,Android系统开发|Java|民营|1000-9999人|计算机软件,武汉·江夏·豹澥,3-5年,本科,http://www.zhaopin.com/jobdetail/CC364485720J40457620905.htm
Android系统开发工程师(J10846),          深圳市康冠科技股份有限公司        ,1.5万-2万,Framework|Flutter|上市公司|1000-9999人|电子/半导体/集成电路,深圳·龙岗·龙华,1-3年,本科,http://www.zhaopin.com/jobdetail/CC338342810J40561417006.htm
android安卓开发工程师,          软通动力信息技术(集团)股份有限公司        ,1.6万-1.8万,多线程|Java|民营|10000人以上|互联网,深圳·南山·南山,5-10年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40625343116.htm
android安卓开发工程师-25校招,          作业帮        ,2.1万-2.4万·14薪,Android Studio|民营|10000人以上|互联网,北京·海淀·上地,无经验,本科,http://www.zhaopin.com/jobdetail/CC287198080J40650105514.htm
Android系统开发工程师,          广州视源电子科技股份有限公司        ,2万-3万·13薪,Framework|Android Studio|Java|C++|SDK|民营|1000-9999人|电子/半导体/集成电路,广州·黄埔·联和,3-5年,大专,http://www.zhaopin.com/jobdetail/CC143929460J40634255909.htm
24、25安卓开发（长期出差上海）,          华宇(大连)信息服务有限公司        ,5千-6千,车载项目|民营|500-999人|计算机软件,大连·甘井子·中华路,无经验,本科,http://www.zhaopin.com/jobdetail/CC551070520J40679238414.htm
车载Android开发工程师,          华勤技术股份有限公司        ,面议,Framework|Flutter|车载项目|Android Studio|上市公司|10000人以上|计算机硬件,东莞·大岭山镇,3-5年,大专,http://www.zhaopin.com/jobdetail/CC134743140J40632696607.htm
Android系统Framework工程师 (MJ001306),          新国都        ,1.5万-2.5万·14薪,Framework|GMS|TEE|性能优化|上市公司|1000-9999人|智能硬件,深圳·南山·粤海,3-5年,本科,http://www.zhaopin.com/jobdetail/CC173217010J40664375801.htm
android软件开发工程师,          江苏零浩网络科技有限公司        ,1.6万-1.8万·13薪,React Native|Android Studio|鸿蒙项目|民营|500-999人|互联网,天津·滨海新区·新城,经验不限,本科,http://www.zhaopin.com/jobdetail/CC293273230J40604160309.htm
车载安卓开发,          大连种子软件开发有限公司        ,8千-1.4万,Framework|车载项目|Android|BSP|20-99人|计算机软件,大连·甘井子·凌水,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC526329880J40656424109.htm
Android,          软通动力信息技术(集团)股份有限公司        ,1万-2万,车载项目|民营|10000人以上|互联网,重庆·渝北·龙兴,5-10年,大专,http://www.zhaopin.com/jobdetail/CC000544460J40624173216.htm
Android开发工程师,          潍坊北大青鸟华光照排有限公司        ,7千-1.2万,Android Studio|民营|20-99人|计算机软件,潍坊·奎文·清池,1-3年,本科,http://www.zhaopin.com/jobdetail/CC598543620J40756525515.htm
Android应用开发工程师,          沈阳泰途科技有限公司        ,6千-1.2万,Android|其它|100-299人|IT服务,沈阳·浑南·五三,3-5年,本科,http://www.zhaopin.com/jobdetail/CC474790820J40533596606.htm
android安卓开发工程师,          软通动力信息技术(集团)股份有限公司        ,1.5万-2.5万,Java|民营|10000人以上|互联网,北京·海淀·苏家坨,3-5年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40554334516.htm
android中级开发工程师（电商项目）,          上海杰艾企业管理咨询有限公司        ,2万-3.5万,Flutter|Java|电商项目|直播相关开发经验|ANDROID APP的监控经验|组件化模块化开发经验|外商独资|500-999人|咨询服务,上海·浦东·曹路,3-5年,大专,http://www.zhaopin.com/jobdetail/CC701127020J40674859907.htm
Android虚拟化软件工程师,          诚迈科技        ,1.7万-3万,ANDROID 系统|HAL|性能优化|C++|Java|C|上市公司|1000-9999人|运营商/增值服务,北京·海淀·温泉,3-5年,本科,http://www.zhaopin.com/jobdetail/CC144543200J40764391215.htm
车载android开发工程师,          沈阳智朗科技有限公司        ,1.3万-2万,车载项目|民营|20-99人|计算机软件,大连·甘井子·七贤岭,3-5年,大专,http://www.zhaopin.com/jobdetail/CC340666330J40680640110.htm
Android安卓开发工程师,          广州市凯泽利科技有限公司        ,1万-1.5万,车载项目|UI|民营|100-299人|汽车研发/制造,广州·花都·秀全,3-5年,大专,http://www.zhaopin.com/jobdetail/CC823999070J40753755115.htm
Android应用开发工程师,          南京英莫特信息科技有限公司        ,7千-1.4万,C++|移动开发|安卓开发|民营|20-99人|计算机软件,南京·雨花台·雨花,1-3年,大专,http://www.zhaopin.com/jobdetail/CC298475936J00034547802.htm
android安卓开发工程师,          合肥弛飒自动化科技有限公司        ,1.5万-2.3万,多线程|车载项目|物联网项目|GIS/地图项目|Java|民营|20-99人|工业自动化,合肥·蜀山·高新区,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1473735680J40551429907.htm
android安卓开发工程师（驻日）,          安普诺克科技集团有限公司        ,1.5万-3万,车载项目|多线程|Framework|Java|C|C++|安卓|Android Studio|Android|民营|100-299人|计算机软件,大连·甘井子·凌水,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC513038320J40628995314.htm
Android系统开发工程师(J10809),          深圳市康冠科技股份有限公司        ,1.5万-2.5万,Framework|SDK|Java|上市公司|1000-9999人|电子/半导体/集成电路,深圳·龙岗·坂田,1-3年,本科,http://www.zhaopin.com/jobdetail/CC338342810J40550494806.htm
Android开发工程师,          长沙云软信息技术有限公司        ,6千-1.2万,Android|Android Studio|Java|Android Service|多线程|数据结构|其它|20人以下|计算机软件,长沙·天心·赤岭路,3-5年,大专,http://www.zhaopin.com/jobdetail/CC552339120J40238496103.htm
Android开发工程师,          北京北信源软件股份有限公司        ,1万-1.8万,AndroidSDK|AndroidStudio|上市公司|1000-9999人|计算机软件,南京·建邺·沙洲,3-5年,本科,http://www.zhaopin.com/jobdetail/CC120347691J00237385114.htm
android安卓开发工程师,          业乔投资        ,9千-1.3万,Android Studio|民营|1000-9999人|汽车研发/制造,沈阳·沈河·五里河,3-5年,本科,http://www.zhaopin.com/jobdetail/CC253821380J40559335013.htm
安卓开发工程师,          软通动力信息技术(集团)股份有限公司        ,1万-1.2万,物联网项目|Framework|多线程|SDK|Java|民营|10000人以上|互联网,西安·长安·韦曲,1-3年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40618220316.htm
Android开发,          首聘(北京)科技有限公司        ,1.8万-2万,物联网项目|民营|1000-9999人|企业服务,北京·海淀·上地,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1272782040J40671147714.htm
Android framework开发工程师,          深圳光动云创科技有限公司        ,1.5万-2.8万,物联网项目|Framework|C|C++|Java|Glide|SDK|Android Studio|安卓軟件開發|民营|20人以下|消费电子产品,深圳·龙华·大浪,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1402605910J40620072513.htm
Android工程师,          北京宏业超世纪科技有限公司        ,6千-1.2万,AndroidNDK|Android|民营|20-99人|计算机软件,太原·小店·平阳路,3-5年,本科,http://www.zhaopin.com/jobdetail/CC657425329J00258601311.htm
Android应用开发-车载应用开发,          广州市凯泽利科技有限公司        ,1万-1.5万,Android系统开发|民营|100-299人|汽车研发/制造,广州·花都·秀全,1-3年,大专,http://www.zhaopin.com/jobdetail/CC823999070J40592831215.htm
android系统开发工程师（快稳省系统优化）,          中软国际        ,面议,快稳省系统优化|性能/功耗/稳定性|Kotlin|Java|Framework|上市公司|10000人以上|计算机软件,珠海·香洲区·唐家湾镇,3-5年,大专,http://www.zhaopin.com/jobdetail/CC508620120J40663125512.htm
Android安卓开发工程师,          中科软科技股份有限公司        ,1.2万-1.5万,Maven|Gradle|Git|Java|APP 冷启动|热更新|内存占用、耗电|Android系统开发|股份制企业|1000-9999人|计算机软件,北京·东城·东四,3-5年,本科,http://www.zhaopin.com/jobdetail/CC120160390J40340694316.htm
android安卓开发工程师,          深圳市法本信息技术股份有限公司        ,1.1万-1.7万,银行项目|上市公司|1000-9999人|计算机软件,福州·台江·鳌峰,3-5年,本科,http://www.zhaopin.com/jobdetail/CC385622410J40598035006.htm
赴日Android软件开发工程师,          斯科(大连)电子商务有限公司        ,1.5万-2.3万·13薪,React Native|Android Studio|JavaScript|前端开发|Swift|C|Kotlin|银行项目|车载项目|Framework|Flutter|IDA|日語N3|20-99人|计算机软件,大连·甘井子·泡崖,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1219887990J40640078415.htm
Android开发工程师(A85018),          安徽艾德未来智能科技有限公司        ,1.3万-1.8万·14薪,JNI|SDK|蓝牙|音视频|民营|100-299人|智能硬件,合肥·蜀山·高新区,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1460621020J40651164513.htm
android开发工程师（多媒体应用）,          沈阳中野信城科技有限公司        ,1.7万-2万,车载项目|车载多媒体|蓝牙|民营|100-299人|互联网,武汉·江夏·佛祖岭,经验不限,大专,http://www.zhaopin.com/jobdetail/CC298637380J40554158313.htm
android软件工程师,          青岛云世纪信息科技有限公司        ,7千-9千,FRAGMENT|AndroidSDK|无人机|Android Studio|地图|AndroidStudio|AndroidNDK|民营|100-299人|IT服务,青岛·市北·敦化路,3-5年,本科,http://www.zhaopin.com/jobdetail/CC654535624J00250345715.htm
高级android开发工程师,          上海威联信息技术有限公司        ,1.7万-1.9万,车载项目|GIS/地图项目|物联网项目|OkHttp|民营|100-299人|计算机软件,上海·静安·大宁路,10年以上,本科,http://www.zhaopin.com/jobdetail/CC672972920J40562389112.htm
Android客户端开发工程师,          锐特信息        ,8千-1.3万·13薪,车载项目|GIS/地图项目|物联网项目|多线程|Flutter|Framework|Android Studio|合资|500-999人|计算机软件,厦门·集美·杏林,1-3年,本科,http://www.zhaopin.com/jobdetail/CC201059710J40634186303.htm
Android开发,          软通动力信息技术(集团)股份有限公司        ,9千-1.6万,Android Studio|React Native|JavaScript|架构设计|移动应用产品设计|鸿蒙项目|民营|10000人以上|互联网,武汉·江夏·豹澥,3-5年,大专,http://www.zhaopin.com/jobdetail/CC000544460J40588353016.htm
安卓开发工程师,          江苏风云科技服务有限公司        ,1万-1.2万,Flutter|Kotlin|国企|500-999人|IT服务,成都·金牛·西安路,1-3年,本科,http://www.zhaopin.com/jobdetail/CC367427410J40622809403.htm
Android 多媒体framework资深软件工程师,          经纬恒润        ,1.4万-2.8万·15薪,车载项目|Framework|民营|1000-9999人|电子/半导体/集成电路,天津·西青·张家窝,经验不限,本科,http://www.zhaopin.com/jobdetail/CC000571490J40503337611.htm
Android（视频面试）朝九晚六双休,          拓保软件        ,1.2万-1.8万,车载项目|物联网项目|多线程|Flutter|Framework|SDK|Android Studio|NDK|Java|Kotlin|民营|1000-9999人|计算机软件,苏州·虎丘·斜塘,3-5年,大专,http://www.zhaopin.com/jobdetail/CC157088920J40607846516.htm
Android应用开发（重庆）,          深圳市泰伦理信商务服务有限公司        ,1.7万-2万,车载项目|合资|20-99人|专业技术服务,重庆·渝北·天宫殿,1-3年,大专,http://www.zhaopin.com/jobdetail/CC532663220J40682816707.htm
车载Android APP开发,          软通动力信息技术(集团)股份有限公司        ,1万-1.3万,Android系统开发|音视频开发|流媒体|车联网|系统开发|应用开发|Java|民营|10000人以上|互联网,合肥·蜀山·高新区,1-3年,大专,http://www.zhaopin.com/jobdetail/CC000544460J40404697416.htm
android安卓开发工程师（上市公司）,          中科软件系统(深圳)股份有限公司        ,1.8万-2.2万,多线程|Flutter|OkHttp|Gradle|Kotlin|ANDROID应用开发流程|股份制企业|1000-9999人|计算机软件,深圳·南山·西丽,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1218589860J40643075913.htm
天津-服务集团-Android开发工程师(J75730),          北京融创控股集团有限公司        ,1.5万-2.5万,Kotlin|Flutter|股份制企业|10000人以上|房地产开发,天津·南开·王顶堤,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1237911190J40650437507.htm
APP开发工程师（Android）,          京东集团        ,2.5万-5万·16薪,客户端开发经验|合资|10000人以上|互联网,北京·大兴·台湖,3-5年,本科,http://www.zhaopin.com/jobdetail/CC192921310J40595194509.htm
安卓开发工程师,          杭州明讯软件技术有限公司        ,9千-1.2万,多线程|Java|JAVA、KOTLIN编程语言|游戏项目|物联网项目|运营商|Android|精通ANDROID各类UI组件|图形图像/网络/文件系统|民营|300-499人|计算机软件,成都·武侯·石羊,3-5年,大专,http://www.zhaopin.com/jobdetail/CC233450010J40548574210.htm
Android开发,          沈阳中野信城科技有限公司        ,1.8万-2.3万,车载项目|车联网|安卓|民营|100-299人|互联网,宁波·慈溪·庵东,5-10年,本科,http://www.zhaopin.com/jobdetail/CC298637380J40530282913.htm
Android 开发（英语口语好一点）,          大连思泰克科技有限公司        ,1.7万-3万·13薪,Kotlin|外商独资|100-299人|计算机硬件,上海·浦东·三林,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1211071560J40590768915.htm
android系统开发工程师,          润芯微科技(江苏)有限公司        ,2万-3.5万,Framework|Android Studio|SDK|C++|C|民营|1000-9999人|计算机软件,深圳·南山·粤海,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1278001380J40631147201.htm
android安卓开发工程师,          拓保软件        ,1.5万-1.8万,Java|ANDROID UI|Kotlin|民营|1000-9999人|计算机软件,上海·虹口·欧阳路,5-10年,大专,http://www.zhaopin.com/jobdetail/CC157088920J40634504016.htm
Android性能助理工程师 深圳,          北京信必优信息技术有限公司        ,1.1万-1.2万,Framework|外商独资|1000-9999人|计算机软件,深圳·南山·南山,1-3年,本科,http://www.zhaopin.com/jobdetail/CC000199470J40671031507.htm
车载Android开发,          软通动力信息技术(集团)股份有限公司        ,1.2万-1.7万,Android系统开发|系统开发|车载项目|Framework|民营|10000人以上|互联网,重庆·渝北·龙兴,3-5年,大专,http://www.zhaopin.com/jobdetail/CC000544460J40632578316.htm
Android显示服务工程师,          湖南拓维云创科技有限责任公司        ,1.6万-1.7万,DISPLAY/WIFI|手机项目|上市公司|1000-9999人|互联网,深圳·南山·粤海,3-5年,大专,http://www.zhaopin.com/jobdetail/CC889005020J40630810813.htm
android安卓开发工程师,          石家庄崇达电子科技有限公司        ,6千-9千,物联网项目|民营|20-99人|计算机软件,石家庄·桥西·振头,3-5年,大专,http://www.zhaopin.com/jobdetail/CC466286730J40663640414.htm
安卓开发工程师,          软通动力信息技术(集团)股份有限公司        ,1万-1.7万,安卓|民营|10000人以上|互联网,上海·浦东·金桥,无经验,本科,http://www.zhaopin.com/jobdetail/CC000544460J40571888216.htm
Android系统工程师,          顶尖传诚        ,1.5万-1.9万,WMS|ANDROID系统|AMS|Java|C++|民营|100-299人|计算机软件,西安·雁塔,3-5年,大专,http://www.zhaopin.com/jobdetail/CC271678330J40676641814.htm
Android开发工程师,          龙采科技集团        ,6千-1.1万,Android|民营|1000-9999人|互联网,哈尔滨·道外·靖宇,1-3年,本科,http://www.zhaopin.com/jobdetail/CC883867250J40055035911.htm
android开发工程师,          软通动力信息技术(集团)股份有限公司        ,1.2万-2万,ANDROID应用|Kotlin|民营|10000人以上|互联网,成都·双流·华阳,3-5年,大专,http://www.zhaopin.com/jobdetail/CC000544460J40465708916.htm
Android开发工程师,          青岛易联万家科技有限公司南京分公司        ,1.2万-1.6万,Android Studio|Java|民营|100-299人|计算机软件,南京·玄武·玄武湖,3-5年,大专,http://www.zhaopin.com/jobdetail/CC554551630J40650521007.htm
Android Framework Audio工程师,          众英(广州)软件开发有限公司        ,1.5万-2万,Android Studio|100-299人|计算机软件,深圳·坪山·龙田,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1362077990J40651186513.htm
Android Framework专家,          银捷尼科(福建)科技有限公司        ,2.9万-3.5万,Android系统开发|外商独资|300-499人|计算机软件,福州·鼓楼·五凤,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1375800890J40458087608.htm
Android软件工程师（2025年应届生）,          深圳麦思美汽车电子股份有限公司        ,7千-9千·13薪,车载项目|股份制企业|100-299人|电子/半导体/集成电路,深圳·龙岗·坪地,无经验,本科,http://www.zhaopin.com/jobdetail/CC681621320J40695795005.htm
鸿蒙（Android）-国海证券,          德科信息有限公司        ,1.6万-1.8万,鸿蒙项目|TS|民营|1000-9999人|IT服务,北京·海淀·甘家口,5-10年,本科,http://www.zhaopin.com/jobdetail/CC589380620J40828967604.htm
移动端Android开发,          南京巨鲨商贸有限公司        ,2万-3万,Kotlin|Android系统开发|民营|500-999人|医疗设备/器械,南京·鼓楼·江东,3-5年,硕士,http://www.zhaopin.com/jobdetail/CC120914350J40409881602.htm
初级android开发工程师,          天津广驰电子科技有限公司        ,4千-6千,Android系统开发|前端开发|多线程|民营|100-299人|专业技术服务,天津·西青·张家窝,1-3年,本科,http://www.zhaopin.com/jobdetail/CC879390410J40468380914.htm
Android原生开发（全栈）,          合肥初樱健康管理咨询有限公司        ,1万-1.5万,Android Studio|INTELLIJ IDEA|GRADLE 构建工具|20-99人|企业服务,合肥·蜀山·笔架山,3-5年,大专,http://www.zhaopin.com/jobdetail/CCL1481820250J40689119212.htm
Android软件工程师,          北京信必优信息技术有限公司        ,1.5万-2万,直播视频项目|Framework|多线程|SDK|Android Studio|Java|音视频播放器|外商独资|1000-9999人|计算机软件,北京·海淀·清河,5-10年,本科,http://www.zhaopin.com/jobdetail/CC000199470J40654207607.htm
android安卓开发工程师,          京北方        ,1.6万-1.9万,银行项目|多线程|Kotlin|Java|民营|10000人以上|IT服务,上海·浦东·唐镇,5-10年,本科,http://www.zhaopin.com/jobdetail/CC315847110J40684658507.htm
Android软件工程师/安卓软件工程师,          南京点明软件科技有限公司        ,1.5万-2.5万,Android|Java|TCP/IP|Android Studio|AndroidSDK|民营|20-99人|计算机软件,南京·雨花台·铁心桥,1-3年,大专,http://www.zhaopin.com/jobdetail/CC459457922J90250011000.htm
Android工程师（外包中电信量子）,          软通动力信息技术(集团)股份有限公司        ,1.4万-2万,物联网项目|Flutter|Framework|Java|Kotlin|民营|10000人以上|互联网,合肥·蜀山·高新区,5-10年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40618151116.htm
android安卓开发工程师,          东软集团股份有限公司        ,1万-2万,车载项目|Android Studio|合资|500-999人|计算机软件,大连·甘井子·七贤岭,5-10年,本科,http://www.zhaopin.com/jobdetail/CC120399300J40716009615.htm
Android开发工程师(A182304),          中创智维科技        ,1万-1.5万,Android系统开发|民营|100-299人|人工智能,西安·雁塔,3-5年,本科,http://www.zhaopin.com/jobdetail/CC272222130J40516880914.htm
Android工程师,          软通动力信息技术(集团)股份有限公司        ,1.1万-1.8万,Android|安卓应用层开发|民营|10000人以上|互联网,深圳·龙岗·坂田,3-5年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40380724916.htm
Android开发（可民办学历+车载APP项目）,          武汉佰钧成技术有限责任公司        ,1.1万-2万,Android系统开发|汽车行业|民营|1000-9999人|计算机软件,武汉·蔡甸·沌阳,3-5年,大专,http://www.zhaopin.com/jobdetail/CC364485720J40495752305.htm
安卓开发工程师（余杭仁和）,          图软科技        ,7千-1万,Android系统开发|RxAndroid|车联网|物联网|移动支付|地图定位|摄像头|云计算|民营|100-299人|电子/半导体/集成电路,杭州·余杭·仁和,1-3年,本科,http://www.zhaopin.com/jobdetail/CC163582810J40529735414.htm
android开发（有车载平台软件开发优先）,          软通动力信息技术(集团)股份有限公司        ,1.5万-2.2万,车载项目|Android|Framework|民营|10000人以上|互联网,北京·海淀·西北旺,3-5年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40560248316.htm
Android应用工程师,          武汉佰钧成技术有限责任公司        ,1万-1.8万,Android|Java|UI设计|OS|C++|民营|1000-9999人|计算机软件,成都·武侯·桂溪,3-5年,大专,http://www.zhaopin.com/jobdetail/CC364485720J40265480505.htm
android开发系统工程师,          外企德科        ,1.5万-2万,ANDROID开发|NATIVE层开发|Android Studio|合资|1000-9999人|人力资源服务,杭州·余杭·五常,3-5年,本科,http://www.zhaopin.com/jobdetail/CC138117190J40703140405.htm
Android开发工程师,          软通动力信息技术(集团)股份有限公司        ,1万-1.5万,Android Studio|民营|10000人以上|互联网,深圳·福田·梅林,1-3年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40545878416.htm
Android开发（外包项目）,          中软国际        ,面议,Android|安卓|上市公司|10000人以上|计算机软件,上海·浦东·金桥,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC508620120J40593809712.htm
Android开发,          上海陟明信息技术有限责任公司        ,1.5万-1.8万,Java|Kotlin|车机APP|车载商城类|民营|100-299人|IT服务,上海·静安·天目西路,3-5年,本科,http://www.zhaopin.com/jobdetail/CC827426590J40616673902.htm
Android framework开发（外包、网络相关）,          杭州天启企业管理有限公司        ,1.5万-1.8万,Framework|民营|20人以下|人力资源服务,广州·海珠·琶洲,3-5年,本科,http://www.zhaopin.com/jobdetail/CC379860620J40568824304.htm
Android开发工程师,          北京国电高科科技有限公司        ,1.5万-2.5万,Android Studio|SDK|JavaScript|民营|100-299人|运营商/增值服务,北京·海淀·温泉,1-3年,本科,http://www.zhaopin.com/jobdetail/CC559190630J40520579006.htm
Android开发（车载）,          北京朗杰科技有限公司        ,1.2万-1.8万,车载项目|多线程|Framework|Android Studio|民营|500-999人|IT服务,北京·海淀·西北旺,经验不限,本科,http://www.zhaopin.com/jobdetail/CC544052720J40552418704.htm
android开发工程师,          润和软件        ,1万-1.2万,Kotlin|上市公司|1000-9999人|计算机软件,成都·双流·兴隆,1-3年,本科,http://www.zhaopin.com/jobdetail/CC171774410J40639838914.htm
android安卓开发工程师,          东软集团股份有限公司        ,1万-1.8万,车载项目|合资|500-999人|计算机软件,大连·甘井子·七贤岭,5-10年,本科,http://www.zhaopin.com/jobdetail/CC120399300J40755932915.htm
Android开发工程师,          深圳易宝软件有限公司        ,1.6万-1.7万,物联网项目|上市公司|1000-9999人|计算机软件,深圳·南山·粤海,3-5年,本科,http://www.zhaopin.com/jobdetail/CC120109940J40608481813.htm
Android应用工程师,          软通动力信息技术(集团)股份有限公司        ,1万-1.5万,Android Studio|Java|民营|10000人以上|互联网,成都·双流·华阳,1-3年,大专,http://www.zhaopin.com/jobdetail/CC000544460J40629801216.htm
Android开发工程师,          深圳市迅族科技有限公司        ,9千-1.5万,车载项目|Android Studio|Java|民营|20-99人|计算机软件,深圳·南山·粤海,3-5年,本科,http://www.zhaopin.com/jobdetail/CC441397610J40526131405.htm
android安卓开发工程师,          河北创泰交通工程技术有限公司        ,8千-1万,安卓开发|民营|20-99人|通信/网络设备,衡水·桃城区·河东街道,3-5年,本科,http://www.zhaopin.com/jobdetail/CC417709480J40573334913.htm
高级Android开发工程师（前端）,          天狮集团        ,面议,Flutter|Dart|直播视频项目|电商项目|ANDROID JETPACK|Java|Kotlin|民营|10000人以上|快速消费品,天津·武清·东蒲洼,5-10年,本科,http://www.zhaopin.com/jobdetail/CC000137550J40646563909.htm
Android开发工程师,          软通动力信息技术(集团)股份有限公司        ,1.3万-1.8万,Android|service|Android Studio|Android Service|民营|10000人以上|互联网,上海·浦东·金桥,3-5年,本科,http://www.zhaopin.com/jobdetail/CC000544460J40229261516.htm
android软件开发工程师,          河南医步云信息技术有限公司        ,5千-7千,Android Studio|SDK|NDK|Java|Kotlin|民营|20-99人|企业服务,郑州·管城·商都路,3-5年,大专,http://www.zhaopin.com/jobdetail/CCL1477360260J40507416816.htm
Android开发工程师-汽车方向-base地上海,          成都佳伊聘科技有限公司        ,2万-3万·14薪,车载项目|物联网项目|Android Studio|民营|20-99人|IT服务,上海·闵行·新虹,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1323094150J40600009706.htm
Android framework开发（外包、车控领域）,          杭州天启企业管理有限公司        ,1.5万-1.8万,Framework|民营|20人以下|人力资源服务,广州·海珠·琶洲,3-5年,本科,http://www.zhaopin.com/jobdetail/CC379860620J40568821404.htm
